,username,video_description,id,creator
0,da2thwillsetu3,#duetwith@cjdeeznutzmaffia#intersectionalfeminism#socialjustice#equalityforall#activism#liberty#freedom#justice#shitholepresident#unitedwestand#socialjusticewarrior.#follow#tiktok#explore#likeforlikes#followforfollowback#trend#trending#viral#love#explorepage#fashion#likes,7175840146766433538,cjdeeznutzmaffia
1,becomingchristine,#duetwith@karaaah#politics#jamie#raskin#evangelical#preacher#reverend#minister#faustian#pact#republican#party#far#right#religious#movement#political#discourse#december#12#2022#social#issues#religion#christian#news#values#ethics#mortality,7176140216506305834,karaaah
2,twinscott,#stitchwith@venetialamannam&sarepullingoutoffactoriesinmyanmarduetohumanrightsissues.#fastfashion#slowfashion#myanmar#garmentworker#shein,7158808636972698885,venetialamanna
3,beardsndgears,#stitchwith@soundbite_3.0nothingmakessenseanymore#bigoil#facts#conspiracy#climatechange#climateactivist#oil#gas#german#volkswagen#porsche,7157889471503928618,gma
4,thestreetswannaknow,#greenscreen#streetswannaknow#is#a#millionarie#torylanez#tory#megan#megantheestalllon#mexico#shooting#court#lawyers#dipping#it#low#speading#it##wide#twerk#twerktwerktwerk😍😍#twerkin😊#twerkit_twerkit#twerksummertwerk#media-#drama#greenscreen#meagan#meagantheestallion#torylanez#torylane#toryoupage#explore#explorepage#greenscreen#walmart#ceo#warns#stop#steal#stolen#shoplift#target#shutdown#t#tiktok#love#like#follow#followforfollowback#explore#video#meme#duet#repost#sub#subcribe#share#comment#tiktokfamous#new#tiktokchallenge#tiktoktrend#viralvideos#viralpost#slowmo#behindthescenes#virall#viral_video#virale#viraliza##kanye#kanyewest#ye#kimkardashian#kim#hollywood#drama#youtube#gossip#gossipgirlhere#gossipgirledit#gossipgalnews#gossipgirlreboot#drama#greenscreen#youngmaimi#citygirls#jt#miami#diddy#puffdaddy#love#cheater#cheat#girlfriend#boyfriend#pregnant#drama#news#media#greenscreen#torylanez#megan#megantheestallion#lie#kelsey#scandal#dramatiktok#drama#greenscreen#law#makers#introduce#new#bill#joebiden#ban#tiktok#greenscreen#rip#ellen#ellendegeneres#tvshow#djtwitch#stephentwitchboss##duetwith@mrbeast#paris#mrbeast#mrbeastchallenge#mrbeastgaming#mrbeast6000#mrbeastenespañol#greenscreen#rip#stephentwitchboss#stephentwitch#stephenboss#ellen#ellendegeneres#ellenshow#ellensdancedare#ellenpompeo#ellentube#ellenpage#tiktok#dance#longlive#goodbrother#greenscreen#pooh#poohshiesty#gucci#guccimane#jail-#prison#news#media#now#trending#olarunt#cameronjackson#zyioncharles#altercation#atlanticstationshooting#atlanticstation#atlanticstaionatl#atlanta#ga#georgia#atlscoop#policeman#policeofficer#lilwayne#ig#pulledover#greenscreen#gunna#gunnawunna#ysl#youngthug#thugger#thuggerthugger1#travis#free#freefire#torylanez#basketball#greenscreen#mexico#jailfree#prison#greenscreen#bensimmions#megan#megantheestallion#torylanez#tory#ben#bensimmons#relations#sex#relationship#kylie#kyliejenner#greenscreen#baby#lab#scienceexperiments#terminator#clone#mom#dad#science#greenscreen#eri,7183689694155263278,streetswannaknow
5,mattsrefillery,#duetwith@thebigfavoriteconsiderourmindsblown!🤯wejustlearnedthatourmasonjarlidsfitonmostmugsturningitintoatravelmug!wealsoloveseeingwhatotherrefilleryshopshave.#refill#refillerystore#refillrevolution#lowwastelifestyle#lowwastehome#sustainableswaps#sustainability#sustainbleliving,7185958479801208106,thebigfavorite
6,info_4_you,#duetwith@global.crisis#climate#catastrophe#disaster,7182432712827997482,global.crisis
7,drygoodsrefillery,"#duetwith@tiny_wastehello2023!letsstarttheyearwithsomesolidsolutions,andagoodlaugh…becauseifyoucan’tlaughatyourself,whatisthepoint??😜##lowwastehome##refillshoptok##refill##plasticfree##lowwaste",7184074315292216622,tiny_waste
8,rawdoggin_life,"#duetwith@vicenewstherepublicansarefighting,somethingtellsmethiswillbefabuloustowatch.mtgisbigmadherfriendsdidn'tincludeher.#fyp#mtg#politics#democrat#republicans",7184499906789395758,vicenews
9,dw_planeta,"#stitchwith@ecofrantheusonlyrecyclesonethirdofitsglass,andthat’sahugewaste.moreonsandmining@dw_planeta#learnontiktok#glassrecycling#recycling#recycle#stopmotion",7203745809815358725,ecofran
10,redcrown32,#duetwith@stoniepresents#leftist#truth#stopthemaddness#america#aarp#gop#democrat,7204864042308177198,stoniepresents
11,sageadvice22,"#stitchwith@cardinalandpineiknowihavebeensayingthisforquiteawhilenow,buttheseareactualdoctorswhoarereallyjusttryingtosavepeopleslives.whydoesthegovernmentthinkit’soktogetinvolvedinarelationshipbetweenawomanandherdoctor?thisneedstoendnow.#mybodymychoice#handsoffmybody#womensrightsarehumanrights#prochoiceisprolife#democrat#republican#blue#red#liberal#maga#womenshealthcareishealthcare",7206814363033046318,cardinalandpine
12,lynnrazz2,#duetwith@whatsupcv#newsdoh!thebaseisfracturing…!!#teehee#whenfascistsfight#politics#political#politicaltiktok#trump#desantis#infighting#democrats#democracy#politicalnews#fyyyyyyyyyyyyyyyy,7205553400346365227,whatsupcv
13,pixilatepixies,#duetwith@nowthispolitics#protecticwa#icwa#everychildmatters#indigenoustiktok#nativetiktok#tribalsovereignty#adoptiontiktok#transracialadoption#adoptiontrauma#fostercare#adoption#protectkids#environmentaljustice#fossilfuel#fossilfuels#bigoil#polluters#pollution#greenhousegases#climatechange#globalwarming#dakotaaccesspipeline#dapl#standingrock#activism,7164493194875948334,nowthis
14,preciousjoyjones3,#duetwith@maddy#independent#politics#peace#democrat#voteblue#freedom#politicaltiktok#family#equality#inclusion#lgdtq🌈#blacklivesmatter#kindness#donaldtrump,7247190363826408746,independent
15,brittainspears1983,#stitchwith@mrpoliticalclips#trump2024#family#democrat#conservative#liberal#republican#fypシ#fyp#patriot#food#fishtok#fishing#texas#voterepublican#maga#america#trump#trump2024#democrat,7246779616910675242,mrpoliticalclips
16,counterpointpolitics,#duetwith@independentthought#jordanneely#danielpenny#selfdefense#lethalforce#rearnakedchoke#talkshow#leftwing#podcast#politicalpodcast#politics#politicaltiktok#republican#democrat#liberal#conservative#biden#trump#maga#leftist#progressive#progressivesontiktok#fyp#usa,7243881298132045098,independent
17,julianadeliberais,#stitchwith@nowthispoliticstheinflationreductionactwasabigwinthathelpedmakethispossiblebutit’sdefinitelynotenough.strongerpoliciestofightclimatechangearestillneededallaroundtheworldandweshouldallgetpoliticallyinvolvedtodemandthosepolicies.#cop27#climatecrisis#parisclimateagreement#climatechange#inflationreductionact#climateaction,7165203021314444587,nowthis
18,k3lli4nne,#duetwith@nowthispolitics#bigoil#icwa#adoptee#usa#canada#turtleisland#chevyevsongcontest#love#sos#army#war#peace#dogsoftiktok#catsoftiktok#isanyonethere#blm#bipoc#nativelivesmatter#bigoil#savetheworld#♻️#🍃#nativetok#democrat#republican#vote#help#adoption#jesuswouldntapproveyoursocalledsaviorwouldntbeokaywithyoustealingchildrentobrainwashthem&takedirtybigoilmoney,7164543849820376362,nowthis
19,a.riverrat,"#stitchwith@pique_action#renewableenergy#eminentdomain#microhydropower#damreclamation#sustainablegrids#plasmagasification#womeninwelding#utpol#utah#climateactivists#climateactionnow#nomoredirtydamsevena#fishfriendly#hydropower#turbinecanstill#malfunctionandspillthousandsofgalonsoftoxic#chemicalsintoa#riversystem.thisstitchedvideoisanexampleoffolksneedingtodoresearchandworktogreenyourbackyardsotospeak,inyourstates.#southwest#landback",7164138323437522219,pique_action
20,blerdronner,"a#stitchwith@jalamgivinganexampleoftheperfectlitmustest.thesetestsareimportanttodeterminewhoyoudate,whereyouwork,orwhoyou’llengagewithonsocialmedia.ifyourtimeisvaluable,youareusethem.##cult45##trumpsupporters##trumpism##trumpisadisgrace##wisdom##datingadvice##litmustest##politics##blacktiktokers##blerdronner",7165174019514305835,nexamp
21,luis_islandboi,#duetwith@xrnyc#occupyparkave#fyp#tedcruz#fyp#foryourpages#gay#houston#foryourpage#loveislove#political#couples#christian#christian#evangelion#couples#gaycouple#voteblue#veteran#texas,7158204696119758123,xrnyc
22,luis_islandboi,#duetwith@chizpadivina1#student#political#christian#evangelion#fyp#foryourpages#couples#gay#gaycouple#houston#foryourpage#loveislove#love#voteblue#veteran#husband#katy#democrat#republican#doggydad,7157385197632179499,padi
23,paigebrownunicorn,#stitchwith@spannwx#weatheralert#weatherupdate#storms#alabama#huntsville#northalabama#rocketcity#tornado#hail#strongstorms#weather,7171443812273802542,weather
24,somewhatsustainable,#stitchwith@ecoshikalasticheckedapetitionisintheworkssointhemeantimepleasefollowthiscreatorandcheckouttheothervideosandstayupdated!!#joshuatrees#joshuatreeconservation#environmentaljustice#earthdayeveryday#ecotok#sustainabilitytiktok#greenscreen,7173707659500309806,ecoshika
25,somewhatsustainable,#duetwith@ecoshikathisiswhyigotbeefwithrealestateagents.pleasesupportandspreadthewordaboutthis!#communitygarden#comptoncommunitygarden#commercialdevelopment#realestate#straightouttacompton#hoodhealth#community#environmentaljustice#ecotok#sustainabilitytiktok#earthdayeveryday#environmentalplanner,7228259798826028334,ecoshika
26,radd7773nab,#duetwith@nativeamericanlegends#nativeamerican#greenscreensticker#israelites#hebrewisraelite#indigenous#native#12tribesofisrael,7230993889493044522,nativeamericanlegend
27,wearepuzzles,#duetwith@genzforchange#greenscreeniwishiwasoldenoughtohavewatchedjonstewart'sshow.heisamazing!#foryou#actuallyautistic#fyp#foryoupage#fypシ#lgbtqtiktok#lgbtq🏳️‍🌈#genzforchange#genz#bigots#humanrights#gunviolenceawareness#gunviolenceneedstostop#itstheguns#dragqueen,7211342346930195758,genzforchange
28,thestreetswannaknow,#streetswannaknow#followback#explore#video#meme#duet#repost#sub#subcribe#share#comment#tiktokfamous#new#tiktokchallenge#tiktoktrend#viralvideos#viralpost#slowmo#behindthescenes#virall#viral_video#virale#viraliza##kanye#kanyewest#ye#kimkardashian#kim#hollywood#drama#youtube#gossip#gossipgirlhere#gossipgirledit#gossipgalnews#gossipgirlreboot#drama#greenscreen#youngmaimi#citygirls#jt#miami#diddy#puffdaddy#love#cheater#cheat#girlfriend#boyfriend#pregnant#drama#news#media#greenscreen#torylanez#megan#megantheestallion#lie#kelsey#scandal#dramatiktok#drama#greenscreen#law#makers#introduce#new#bill#joebiden#ban#tiktok#greenscreen#rip#ellen#ellendegeneres#tvshow#djtwitch#stephentwitchboss##duetwith@mrbeast##prison#news#media#on#zyioncharles#altercation#atlanticstationshooting#atlanticstation#atlanticstaionatl#atlanta#ga#georgia#atlscoop#policeman#policeofficer#lilwayne#ig#pulledover#greenscreen#gunna#gunnawunna#ysl#youngthug#thugger#thuggerthugger1#travis#free#freefire#torylanez#basketball#greenscreen#mexico#jailfree#prison#greenscreen#bensimmions#megan#megantheestallion#torylanez#tory#ben#bensimmons#relations#sex#relationship#kylie#kyliejenner#greenscreen#baby#lab#scienceexperiments#terminator#clone#mom#dad#science#greenscreen#ericclark#hanover#captured#after#8#years#on#run#tea#megan#tory#courtcase#trail#meagantheestallion#torylanez#drama#shooting#kylie#kyliejenner#djakademoks#milagrograms#greenscreen#torylanez#tory#megan#megantheestalllon#mexico#shooting#court#lawyers#dipping#it#low#speading#it##wide#twerk#twerktwerktwerk😍😍#twerkin😊#twerkit_twerkit#twerksummertwerk#media-#drama#greenscreen#meagan#meagantheestallion#torylanez#torylane#toryoupage#explore#explorepage#greenscreen#walmart#ceo#warns#stop#steal#stolen#shoplift#target#shutdown#t#tiktok#love#like#follow#followforfollowback#explore#video#meme#duet#repost#sub#subcribe#share#comment#tiktokfamous#new#tiktokchallenge#tiktoktrend#viralvideos#viralpost#slowmo#behindthescenes#virall#viral_video,7211914509773114670,streetswannaknow
29,ryangle3000,"#stitchwith@alternativelivingspaces#greenscreen🌟haveyoueverwonderedhowmuchitcoststobuildacustomcontainerhomewithallthebellsandwhistles?🤔today,i'mtakingyoubehindthescenesofaprojectbyalternativelivingspaces🏡injoshuatree🌵togiveyouacostbreakdown.thisamazingthreebedroom,twobathhomewithsolarpanels☀️,aroofdeck🌅,apool🏊‍♀️,andapatioarea🍹isestimatedtocostbetween$500,000and$600,000.💰soifyou'recuriousaboutthecostsofbuildingyourdreamhome,stickaroundforthistour!let'sgocrunchsomenumbers!#containercostbreakdown#costbreakdowncontainerhome#alternativelivingspaces#joshuatree#ecofriendlyliving#modernluxury#solarpowered#roofdeck#poolsideliving#patiogoals#dreamhome#luxuryrealestate#customhome#hometour#homeinspiration#homedesign#housegoals#realestateinvesting#investinproperty#tiktokhomes#tiktokrealestate#homesweethome🏡",7210754283422207278,alternativelivingspaces
30,bori3xx,#duetwith@goddessmarilov3#spiritualtiktok#spirituality#spiritual#naturaldisaster#earthquake#fyp#lmfao#nassaucounty#nyc,7197600902449237294,ilo
31,trashcaulin,#duetwith@oneoceanresearchthisonehurtmyheart💔🦈#sharkeducation#shark#sharkweek#ocean#marinelife#plasticpollution,7251937527974710570,oneoceanresearch
32,a_thing_with_feathers,#duetwith@genzforchangetheywantthewholecountrytocalltheirrepssolet'sgetitdone!!!!!wecanhelpthem!!!!!#freespeechmatters#communityorganizing#guncontrolsaveschildrenslives#protectkidsnotguns#mutualaid#genzforchange,7219368139979492650,genzforchange
33,goodgoodgoodco,#duetwith@thegarbagequeensomegreatadvicefromthegarbage(+climateoptimism)queenherself!👸🏼🌎#climateoptimism#climateoptimist,7217596666441108782,thegarbagequeen
34,toxicmillennial,#stitchwith@lesswastelauralauratakeslondon#bandisposablevapes#westminster,7219443485110209798,lesswastelaura
35,invertebabe,#stitchwith@theoceancleanupforeveroceanvoyageinsitutesbiggestfan#science#sciencetok#marinescience#marinebiology#greatpacificgarbagepatch#learnontiktok#stem#ocean,7266143842842316074,theoceancleanup
36,mark_gd,#duetwith@theweatherchannel#hilary#what#hurricane#hurricaneian#omg#storm#storms#fyp#fypシ#trending#scary,7268834687294901550,weatherchannel
37,mark_gd,#duetwith@theweatherchannel#hilary#what#hurricane#hurricaneian#omg#storm#storms#fyp#fypシ#trending#scary,7268834687294901550,weather
38,sunandswell,#stitchwith@relaurenlet’sstriveforgrowth!!reducingplasticonesnackatatime🌎🤝#plasticfree#compostpackaging#environmentallyfriendly,7201302396960673070,relauren
39,a.b.fritz.joy,#duetwith@avatar_mela#generalstrikeus.com#strike#protest#fight#stand#march#eattherich#fyi#fyp#foryou#foryourpage#info#goviral#viral#makeviral#boost#amplify#go#change#workersunite#union#citizen#community#better#wages#livingwage#blm#lgbtqia#lgbt#sahm#sahd#men#women#minimumwage#cost#costofliving#fightback#join#jointhefight#equality#america#american#usa#pinkhat#pussyhat#feminism#women#womenownedbusiness#acab#fightthedarkness#wisconsin#maryland#washington#ohio#pennsylvania#mississippi#arkansas#arizona#texas#florida#louisiana#california#newyork#illinois#indiana#colorado#northdakota#wyoming#states#unitedstates#nevada#utah#rhodeisland#bosten#massachusetts#washingtondc#minnesota#iowa,7201484483466415406,generalstrikeus
40,nothinggoingtogetbetter,#stitchwith@brainrotpolitics#capitalism#communism#wealth#rich#poor#fair#taxes#justice#socialjustice#social#business#truth#education#advocate#life#people#homeless#foodinsecure#food#gas#oil#bebetter#economy#wealthredistribution#exploit#cruel#selfish#lobby#greed,7199707886916750634,brainrotpolitics
41,stacyebranche,#duetwith@dixon.white#fypシ#blacktiktok#ytsupremacy#criticalracetheory#blackhistory#srophate#blackcommunity#ytfragility#ytprivilege#racist#racialjustice#stateoftheunion#education#florida#stopdeklantis#woke,7198707240621116714,dixon.white
42,thepreppingmomma,#stitchwith@rebelcanningmomyouarealwayssosweetwhenyoucontinuetosharethisinfodespitetheicredibleamountofrudenessyouencounter.#canning#canner#foodpreservation#savemoney#lowwaste#nowaste#fyp#homestead#prepping,7201525628812807470,rebelcanningmom
43,wearebetterworld,#stitchwith@cnnunderscored#greenscreenstaytunedforpart2!#lowwaste#zerowaste#charcoal#charcoalstick#waterfilter#brita#purwater#lifestraw#filter#plasticfree,7198610086896422187,cnn
44,trashcaulin,#duetwith@4oceanthisisanincredibleaccomplishment♻️🌎#ghostnet#4ocean#plasticpollution#plasticfree#oceanconservation,7198180803359100203,4ocean
45,becomingchristine,#duetwith@therecount#fyp#rick#scott#ron#johnson#gop#republicans#plan#brochure#social#security#medicare#truth#biden#state#of#union#february#17#2023#friday#political#discourse#respect#manners#forgotten#social#issues,7201340056450420014,therecount
46,trashcaulin,#duetwith@sambentleyineedabeachvacuumsobad!!#fyp#plasticpollution#trash#beach#beachcleanup#microplastics,7287587667624201515,sambentley
47,robecs,"#stitchwith@toussaintmorrisonmoveoverdesantis,ihaveafreeresourceineedtoshare#supportnativebusiness#sustygirl#shopnative#nativetiktok#supportindigenousartists#nativeamerican#sustainablegift#environmentaljustice#environmentaljusticeeducation",7262846840234708270,toussaintmorrison
48,namaste.to.you,#duetwith@thenewsagents#news#bbc#revolutionnow#righttostrike#toriesoutnow#toriesout#enoughisenough#thebigone#generalelectionnow#sosnhs#protecttheprotest#nhs#fairpayfornursing#climateemergency#climateaction#freespeech#freeassangenow#uk#womensrights#suellabravermanout#brexit#floods#notmyking#humanrights#extinctionrebellion#juststopoil#renewableenergie#wildfireprevention#thebigone#savethebees#fossilfuel#floodinnigeria#sustainability#actnow#africa#climatepolicy#fossilfuel#extinctionrebellion#juststopoil#climatechange#zerowaste#climatechaos#pakistanfloods#thebigone#renewableenergie#wildfireprevention#protecttheprotest#droughts#hungercrisis#avianflu#savetheplanet#savethebees#savetheearth#ecotok#science@mirrorpolitics@bbc@itvnews@doubledownnews,7281571272293616928,thenewsagents
49,what.a.world,#duetwith@elisejoshi#stopwillow#alaska#pipeline#oil#project#biden#administration#native#indigenous#land#people#food,7196351334877007146,elisejoshi
50,ashleee.nicholeee,#stitchwith@dellanoyceilovethissomuchhh.watchingkidsapplywhattheylearnathomeaboutrespondingtoaccidentsissobeautiful#kids#family#love#spreadlove#kindness,7195763520829394222,ilo
51,wearebetterworld,#stitchwith@brennan.kaire-influencingtocreatechange!#deinfluencing#sustainable#sustainability#subtainabilitytiktok#betterworld#zerowaste#lowwaste#sustainableswaps,7195677757680979246,brennan.kai
52,dannieleavesla,#duetwith@nowthisearth#rainmeanwhiletheworldcontinuestofloodasweallcausallyscroll#fyp#fypシ゚viral#floods#nz#newzealand#auckland#flooding#globalwarming#climatechange#naturaldisaster,7193409930760572203,nowthisearth
53,dannieleavesla,#duetwith@nowthisearth#rainmeanwhiletheworldcontinuestofloodasweallcausallyscroll#fyp#fypシ゚viral#floods#nz#newzealand#auckland#flooding#globalwarming#climatechange#naturaldisaster,7193409930760572203,nowthis
54,nate.scapes,"#duetwith@getfarmishilovewhatthesefolkshavedonewiththisapp.gettingtoknowandbeingabletosupportthepeoplethatprovideourfood+otheressentialresourcesisanimportantpartofcreatingfoodsecurityandresilientsupplychains.imo,oneofthepotentialrisksorpitfallsofthefocusonpermacultureandselfsufficiencyisatendencytowardsisolationandexcessiveindividualism.#permaculture#environment#egg#economy#sustainable#foodsecurity#fyp#earth#farm#offgrid#watersovereignty#garden",7196187207529516330,ilo
